GlassPV replica 1


26/04/09
11:15:00.000000
Unidades: nm / %
Instrumento: Demo Spectrophotometer
#DATA
250	0,0
255	0,0
260	0,0
265	0,0
270	0,000856
275	0,010251
280	0,0
285	0,0
290	0,00201
295	0,000191
300	0,004265
305	0,0
310	0,002533
315	0,0
320	0,003343
325	0,002216
330	0,003998
335	0,004363
340	0,005886
345	0,017863
350	0,040954
355	0,069253
360	0,125022
365	0,20177
370	0,324034
375	0,464985
380	0,595184
385	0,71912
390	0,806858
395	0,851515
400	0,887938
405	0,902689
410	0,914834
415	0,916381
420	0,918038
425	0,920577
430	0,921552
435	0,921276
440	0,920596
445	0,926618
450	0,921588
455	0,919698
460	0,920472
465	0,924698
470	0,916503
475	0,924623
480	0,92521
485	0,926835
490	0,921622
495	0,920418
500	0,923332
505	0,92316
510	0,926601
515	0,922753
520	0,921235
525	0,918437
530	0,92172
535	0,922484
540	0,925708
545	0,922395
550	0,926026
555	0,925602
560	0,919483
565	0,918258
570	0,919662
575	0,920749
580	0,918912
585	0,923312
590	0,923112
595	0,924582
600	0,921664
605	0,91938
610	0,921772
615	0,917672
620	0,920693
625	0,91781
630	0,923396
635	0,911774
640	0,922129
645	0,922059
650	0,919102
655	0,920048
660	0,919453
665	0,922518
670	0,923388
675	0,918241
680	0,922888
685	0,915826
690	0,918764
695	0,918584
700	0,913234
705	0,917738
710	0,914484
715	0,918589
720	0,913254
725	0,9103
730	0,911415
735	0,915064
740	0,915607
745	0,915359
750	0,911705
755	0,915999
760	0,91162
765	0,912225
770	0,915437
775	0,91161
780	0,906042
785	0,913389
790	0,910809
795	0,909195
800	0,913749
805	0,907517
810	0,910862
815	0,9088
820	0,915659
825	0,901928
830	0,907355
835	0,907233
840	0,908898
845	0,903733
850	0,902467
855	0,907897
860	0,901789
865	0,903224
870	0,901533
875	0,902118
880	0,896192
885	0,897848
890	0,89853
895	0,898219
900	0,900364
905	0,897759
910	0,897094
915	0,894313
920	0,897343
925	0,890819
930	0,891395
935	0,886242
940	0,886552
945	0,891215
950	0,887471
955	0,880975
960	0,8853
965	0,883592
970	0,879742
975	0,882962
980	0,879945
985	0,879547
990	0,881085
995	0,875123
1000	0,878885
1005	0,87351
1010	0,872178
1015	0,875417
1020	0,87127
1025	0,86747
1030	0,866857
1035	0,866355
1040	0,85983
1045	0,864629
1050	0,861041
1055	0,855573
1060	0,854993
1065	0,858756
1070	0,850697
1075	0,859216
1080	0,847855
1085	0,849921
1090	0,839878
1095	0,845517
1100	0,842348
1105	0,843521
1110	0,840792
1115	0,837334
1120	0,842883
1125	0,836835
1130	0,830399
1135	0,831693
1140	0,820037
1145	0,824958
1150	0,828447
1155	0,821053
1160	0,821143
1165	0,815234
1170	0,819019
1175	0,814983
1180	0,812589
1185	0,81335
1190	0,813409
1195	0,808843
1200	0,799205
1205	0,803536
1210	0,801085
1215	0,794812
1220	0,79136
1225	0,792936
1230	0,791227
1235	0,789897
1240	0,785881
1245	0,786542
1250	0,784958
1255	0,781225
1260	0,781273
1265	0,776404
1270	0,771508
1275	0,774277
1280	0,775031
1285	0,778595
1290	0,762256
1295	0,76527
1300	0,762331
1305	0,76396
1310	0,75874
1315	0,759989
1320	0,760844
1325	0,753922
1330	0,754267
1335	0,757679
1340	0,753854
1345	0,74474
1350	0,75424
1355	0,74443
1360	0,745864
1365	0,742222
1370	0,740636
1375	0,738487
1380	0,741023
1385	0,735464
1390	0,732665
1395	0,733419
1400	0,733838
1405	0,726567
1410	0,733735
1415	0,728007
1420	0,731161
1425	0,731999
1430	0,727688
1435	0,727268
1440	0,723262
1445	0,721579
1450	0,71691
1455	0,721049
1460	0,719051
1465	0,712675
1470	0,71971
1475	0,722586
1480	0,718407
1485	0,719879
1490	0,714806
1495	0,711807
1500	0,714317
1505	0,712376
1510	0,709323
1515	0,715161
1520	0,711934
1525	0,708842
1530	0,710799
1535	0,709191
1540	0,710935
1545	0,713332
1550	0,706176
1555	0,703954
1560	0,711189
1565	0,713777
1570	0,704321
1575	0,702989
1580	0,701712
1585	0,704889
1590	0,704854
1595	0,703383
1600	0,706324
1605	0,701024
1610	0,701366
1615	0,699074
1620	0,706691
1625	0,705469
